Issue key,Issue id,Parent id,Summary,Issue Type,Status,Resolution,Assignee,Created,Updated,Resolved,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Custom field (Estimated Points),Custom field (Actual Points)
CD-1773,1030691,,8.0.6.1-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,28/Apr/17 11:53 AM,04/May/17 5:25 PM,02/May/17 2:41 PM,Done in Apr 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1774,1030693,,7.3.4.8_FVi testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,28/Apr/17 11:54 AM,04/May/17 5:25 PM,02/May/17 2:42 PM,Done in Apr 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-1775,1030694,,7.3.4.8_FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,28/Apr/17 11:55 AM,04/May/17 5:25 PM,02/May/17 2:42 PM,Done in Apr 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-1776,1030695,,7.3.4.8_FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,28/Apr/17 11:55 AM,04/May/17 5:25 PM,02/May/17 2:42 PM,Done in Apr 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1777,1030697,,Performance measurements for sRDI package 2.4.5.1 on STH Anuket.,Task,Closed,Done,arvind.anche,28/Apr/17 12:01 PM,04/May/17 5:25 PM,02/May/17 2:41 PM,Done in Apr 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-1778,1030698,,Performance measurements for sRDI package 2.4.5.1 on LTH Horus.,Task,Closed,Done,arvind.anche,28/Apr/17 12:02 PM,04/May/17 5:25 PM,02/May/17 2:41 PM,Done in Apr 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1779,1030707,,8.0.7.0-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,28/Apr/17 12:53 PM,06/Jun/17 1:17 PM,04/May/17 4:16 PM,Done in May 2017,,,BBN-TestLab Testing,,,2.5,2.5
CD-1780,1030708,,8.0.7.0-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,28/Apr/17 12:54 PM,06/Jun/17 1:17 PM,04/May/17 4:16 PM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1781,1030709,,8.0.7.0-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,28/Apr/17 12:55 PM,04/May/17 5:25 PM,02/May/17 2:41 PM,Done in Apr 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1782,1030710,,8.0.7.0-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,28/Apr/17 12:56 PM,04/May/17 5:25 PM,02/May/17 2:41 PM,Done in Apr 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1783,1030764,,Maintenance facade gethwinfo version 2,Task,Closed,Done,robert.adonyi,28/Apr/17 2:54 PM,04/May/17 5:25 PM,02/May/17 1:33 PM,Done in Apr 2017,,,Maintenance Hardware,,,10.0,10.0
CD-1784,1030968,,"CPE, Bug fixing",Task,Closed,Done,hleberer,02/May/17 12:21 PM,04/May/17 5:25 PM,02/May/17 12:28 PM,Done in Apr 2017,,,Maintenance Hardware,,,28.0,28.0
CD-1785,1030969,,"Legacy Integration, Clean Up",Task,Closed,Done,hleberer,02/May/17 12:27 PM,04/May/17 5:25 PM,02/May/17 12:28 PM,Done in Apr 2017,,,Maintenance Hardware,,,20.0,10.0
CD-1786,1030979,,"CPE, Bugfixing & Support",Task,Closed,Done,hleberer,02/May/17 1:19 PM,06/Jun/17 1:17 PM,01/Jun/17 1:37 PM,Done in May 2017,,,Maintenance Hardware,,,10.0,12.0
CD-1787,1030980,,legacy @speed diag,Task,Closed,Done,hleberer,02/May/17 1:20 PM,06/Jun/17 1:17 PM,01/Jun/17 1:38 PM,Done in May 2017,,,Maintenance Hardware,,,30.0,30.0
CD-1788,1030984,, Maintenance facade - Notifications,Task,Closed,Done,robert.adonyi,02/May/17 1:23 PM,06/Jun/17 1:17 PM,01/Jun/17 2:50 PM,Done in May 2017,,,Maintenance Hardware,,,,26.0
CD-1789,1030985,,"CPE, Bugfixing & Support",Task,Closed,Done,elvedin.mustafic,02/May/17 1:23 PM,06/Jun/17 1:17 PM,01/Jun/17 2:50 PM,Done in May 2017,,,Maintenance Hardware,,,10.0,17.0
CD-1790,1030987,,Rampup Alfredo Moreira,Task,Closed,Done,alfredo.moreira,02/May/17 1:29 PM,06/Jun/17 3:28 PM,02/May/17 1:33 PM,Done in Apr 2017,,,Maintenance Hardware,,,8.0,8.0
CD-1791,1031021,,New design of EK051-26502-001,Task,Closed,Done,bharadwaj.chalamacha,02/May/17 3:06 PM,06/Jun/17 1:17 PM,02/Jun/17 11:05 AM,Done in May 2017,,,PCB-Layout,,,10.0,19.0
CD-1792,1031022,,New design of EK051-26501-001,Task,Closed,Done,bharadwaj.chalamacha,02/May/17 3:11 PM,06/Jun/17 1:17 PM,02/Jun/17 11:05 AM,Done in May 2017,,,PCB-Layout,,,8.0,10.0
CD-1793,1031023,,Part Setup,Task,Closed,Done,prabhavathy.venkatac,02/May/17 3:19 PM,06/Jun/17 1:17 PM,02/Jun/17 11:12 AM,Done in May 2017,,,PCB-Layout,,,10.0,4.0
CD-1794,1031024,,EK050-26540-001-May,Task,Closed,Done,prabhavathy.venkatac,02/May/17 3:20 PM,06/Jun/17 1:17 PM,02/Jun/17 11:13 AM,Done in May 2017,,,PCB-Layout,,,25.0,38.0
CD-1795,1031025,,Library documentation,Task,Pre-Planning,,prabhavathy.venkatac,02/May/17 3:28 PM,02/May/17 3:29 PM,,,,,PCB-Layout,,,10.0,
CD-1796,1031280,,7.4.3.0_1i testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,03/May/17 11:50 AM,06/Jun/17 1:17 PM,30/May/17 11:21 AM,Done in May 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-1797,1031281,,7.4.3.0_1i testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,03/May/17 11:51 AM,06/Jun/17 1:17 PM,30/May/17 11:20 AM,Done in May 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1798,1031282,,7.4.3.0_1i testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,03/May/17 11:51 AM,06/Jun/17 1:17 PM,10/May/17 11:25 AM,Done in May 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-1799,1031283,,7.4.3.0_1i testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,03/May/17 11:52 AM,06/Jun/17 1:17 PM,10/May/17 11:25 AM,Done in May 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-1800,1031284,,7.4.3.0_1i testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,03/May/17 11:53 AM,06/Jun/17 1:17 PM,10/May/17 11:25 AM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1801,1031298,998673,Garage HW Xilinx/ Altera,Sub-task,Closed,Done,tanzeelur.rehman,03/May/17 2:09 PM,06/Jun/17 1:17 PM,01/Jun/17 3:08 PM,Done in May 2017,,,FPGA,,,10.0,16.0
CD-1802,1031299,,CIC design support,Task,Closed,Done,tanzeelur.rehman,03/May/17 2:15 PM,05/Sep/17 1:37 PM,31/Aug/17 11:09 AM,Done in Aug 2017,,,FPGA,,,4.0,3.0
CD-1803,1031301,,Taka turnon support,Task,Closed,Done,tanzeelur.rehman,03/May/17 2:16 PM,06/Jun/17 1:17 PM,01/Jun/17 3:20 PM,Done in May 2017,,,FPGA,,,11.0,14.0
CD-1804,1031419,,"Support for new License Type ""Support""",Task,Closed,Done,elvedin.mustafic,04/May/17 10:32 AM,06/Jun/17 1:17 PM,01/Jun/17 2:50 PM,Done in May 2017,,,Maintenance Hardware,,,8.0,6.0
CD-1805,1031420,,Controller support for native result data format,Task,Closed,Done,elvedin.mustafic,04/May/17 10:34 AM,06/Jun/17 1:17 PM,01/Jun/17 2:51 PM,Done in May 2017,,,Maintenance Hardware,,,20.0,18.0
CD-1806,1031472,,Performance measurements for sRDI package 2.4.3.1 on LTH Horus.,Task,Closed,Done,herbert.graf,04/May/17 1:14 PM,06/Jun/17 1:17 PM,04/May/17 1:21 PM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1807,1031474,,Performance measurements for sRDI package 2.4.3.1 on STH Anuket.,Task,Closed,Done,arvind.anche,04/May/17 1:17 PM,06/Jun/17 1:17 PM,08/May/17 1:50 PM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1808,1031719,,IFX: C++ and SmarTest Guidelines,Task,Closed,Done,eduard.stefes,05/May/17 1:31 PM,01/Aug/17 4:51 PM,27/Jul/17 3:34 PM,Done in July 2017,,,Application Service,,,40.0,40.0
CD-1810,1033572,,IFX: C++ and SmarTest Guidelines,Task,Closed,Done,asad-ahmed.ansari,18/May/17 11:20 AM,06/Jun/17 1:17 PM,31/May/17 10:40 AM,Done in May 2017,,,Application Service,,,32.0,32.0
CD-1811,1033573,,IFX: C++ and SmarTest Guidelines,Task,Closed,Done,wassim.dhokar,18/May/17 11:21 AM,06/Jun/17 1:17 PM,31/May/17 10:39 AM,Done in May 2017,,,Application Service,,,40.0,40.0
CD-1813,1033581,,IFX: C++ and SmarTest Guidelines,Task,Closed,Done,eduard.stefes,18/May/17 12:10 PM,06/Jun/17 1:17 PM,31/May/17 10:40 AM,Done in May 2017,,,Application Service,,,28.0,28.0
CD-1814,1033697,,Bug fixing,Task,Closed,Done,robert.adonyi,19/May/17 9:33 AM,06/Jun/17 1:17 PM,01/Jun/17 2:50 PM,Done in May 2017,,,Maintenance Hardware,,,,2.0
CD-1815,1034487,,7.4.3.0_FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,22/May/17 1:42 PM,06/Jun/17 1:17 PM,30/May/17 11:22 AM,Done in May 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1816,1034488,,7.4.3.0_FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,22/May/17 1:42 PM,06/Jun/17 1:17 PM,30/May/17 11:23 AM,Done in May 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-1817,1034489,,7.4.3.0_FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,22/May/17 1:44 PM,06/Jun/17 1:17 PM,01/Jun/17 9:22 AM,Done in May 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1818,1034491,,7.4.3.0_FVi testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,22/May/17 1:45 PM,06/Jun/17 1:17 PM,01/Jun/17 9:22 AM,Done in May 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1819,1034494,,8.0.7.0-RVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,22/May/17 1:49 PM,06/Jun/17 1:17 PM,30/May/17 11:29 AM,Done in May 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1820,1034495,,8.0.7.0-RVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,22/May/17 1:52 PM,06/Jun/17 1:17 PM,30/May/17 11:31 AM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1821,1034497,,8.0.7.0-RVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,22/May/17 1:53 PM,06/Jun/17 1:17 PM,01/Jun/17 9:22 AM,Done in May 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1822,1034498,,8.0.7.0-RVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,22/May/17 1:55 PM,06/Jun/17 1:17 PM,01/Jun/17 9:21 AM,Done in May 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1823,1034500,,7.4.3.0_FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,22/May/17 1:56 PM,06/Jun/17 1:17 PM,01/Jun/17 9:21 AM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1824,1034502,,7.3.4.9_FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,22/May/17 1:59 PM,06/Jun/17 1:17 PM,01/Jun/17 9:21 AM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1825,1034503,,7.3.4.9_FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,22/May/17 2:00 PM,06/Jun/17 1:17 PM,01/Jun/17 9:21 AM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1826,1034504,,7.3.4.9_FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,22/May/17 2:02 PM,06/Jun/17 1:17 PM,30/May/17 11:29 AM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1827,1034510,,7.3.4.9_FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,22/May/17 2:14 PM,06/Jun/17 1:17 PM,30/May/17 11:30 AM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1828,1034512,,8.0.8.0-STC1i testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,22/May/17 2:16 PM,06/Jun/17 1:17 PM,30/May/17 11:32 AM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1829,1034514,,8.0.8.0-STC1i testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,22/May/17 2:18 PM,06/Jun/17 1:17 PM,01/Jun/17 9:21 AM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1830,1034515,,8.0.8.0-STC1i testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,22/May/17 2:22 PM,06/Jun/17 1:17 PM,30/May/17 11:33 AM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1831,1034516,,8.0.8.0-STC1i testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,22/May/17 2:23 PM,06/Jun/17 1:17 PM,01/Jun/17 9:20 AM,Done in May 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1832,1035329,, Maintenance facade - SummarizedMaintStatus,Task,Closed,Done,robert.adonyi,29/May/17 1:34 PM,06/Jun/17 1:17 PM,01/Jun/17 2:51 PM,Done in May 2017,,,Maintenance Hardware,,,,10.0
CD-1833,1035502,,8.0.8.0-STC2i testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,30/May/17 5:00 PM,04/Jul/17 2:56 PM,21/Jun/17 9:00 AM,Done in June 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1834,1035503,,8.0.8.0-STC2i testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,30/May/17 5:03 PM,06/Jun/17 1:17 PM,01/Jun/17 9:56 AM,Done in May 2017,,,BBN-TestLab Testing,,,2.5,2.5
CD-1835,1035505,,8.0.8.0-STC2i testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,30/May/17 5:05 PM,04/Jul/17 2:56 PM,21/Jun/17 9:01 AM,Done in June 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1836,1035508,,8.0.8.0-STC2i testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,30/May/17 5:11 PM,06/Jun/17 1:17 PM,01/Jun/17 9:57 AM,Done in May 2017,,,BBN-TestLab Testing,,,3.5,3.5
CD-1837,1036593,,Maintenance facade - Finalize MaintStatus and Notifications,Task,Closed,Done,robert.adonyi,31/May/17 10:37 AM,04/Jul/17 2:56 PM,04/Jul/17 11:47 AM,Done in June 2017,,,Maintenance Hardware,,,12.0,9.0
CD-1838,1036595,,Bug fixing,Task,Closed,Done,robert.adonyi,31/May/17 10:41 AM,04/Jul/17 2:56 PM,04/Jul/17 11:48 AM,Done in June 2017,,,Maintenance Hardware,,,12.0,8.0
CD-1839,1036772,,"CPE, Bugfixing & Support",Task,Closed,Done,elvedin.mustafic,01/Jun/17 9:37 AM,04/Jul/17 2:56 PM,04/Jul/17 11:48 AM,Done in June 2017,,,Maintenance Hardware,,,10.0,22.0
CD-1840,1036805,,Python PMU Calibration,Task,Closed,Done,alfredo.moreira,01/Jun/17 12:59 PM,06/Jun/17 1:17 PM,01/Jun/17 2:50 PM,Done in May 2017,,,Maintenance Hardware,,,20.0,21.0
CD-1841,1036823,,Turn On- Controller support for native result data format,Task,Closed,Done,elvedin.mustafic,01/Jun/17 2:20 PM,01/Aug/17 4:51 PM,26/Jul/17 3:09 PM,Done in July 2017,,,Maintenance Hardware,,,20.0,17.0
CD-1842,1036835,,zynq hw/sw design/ debug/ support,Task,Work In Progress,,tanzeelur.rehman,01/Jun/17 3:11 PM,31/Jan/18 2:29 PM,,,,,FPGA,,,80.0,0.0
CD-1843,1036838,1036835,investigate and debug two gigabit flash access with xilinx tools,Sub-task,Closed,Done,tanzeelur.rehman,01/Jun/17 3:13 PM,06/Jun/17 1:17 PM,01/Jun/17 3:16 PM,Done in May 2017,,,FPGA,,,7.0,7.0
CD-1844,1036840,1036835,implement and debug two gigabit flash access by user application,Sub-task,Closed,Done,tanzeelur.rehman,01/Jun/17 3:16 PM,04/Jul/17 2:56 PM,03/Jul/17 2:07 PM,Done in June 2017,,,FPGA,,,20.0,37.0
CD-1845,1036950,,New design of EK051-26501-001,Task,Closed,Done,bharadwaj.chalamacha,02/Jun/17 9:36 AM,04/Jul/17 2:56 PM,03/Jul/17 9:19 AM,Done in June 2017,,,PCB-Layout,,,40.0,28.0
CD-1846,1036952,,Finish design of EK601-26595-002,Task,Closed,Done,bharadwaj.chalamacha,02/Jun/17 9:39 AM,06/Jun/17 1:17 PM,02/Jun/17 11:08 AM,Done in May 2017,,,PCB-Layout,,,5.0,8.0
CD-1847,1036953,,Redesign of E5226-26501-003,Task,Closed,Done,bharadwaj.chalamacha,02/Jun/17 9:42 AM,04/Jul/17 2:56 PM,03/Jul/17 9:19 AM,Done in June 2017,,,PCB-Layout,,,6.0,6.0
CD-1848,1036955,, New design of EK850-26501-002,Task,Closed,Done,prabhavathy.venkatac,02/Jun/17 9:46 AM,04/Jul/17 2:56 PM,03/Jul/17 9:14 AM,Done in June 2017,,,PCB-Layout,,,48.0,20.0
CD-1849,1036957,,Part Setup,Task,Closed,Done,prabhavathy.venkatac,02/Jun/17 9:51 AM,19/Jan/18 11:39 AM,09/Jan/18 10:03 AM,Done in Dec 2017,,,PCB-Layout,,,22.0,20.0
CD-1850,1036988,,Finish design of EK601-26595-002,Task,Closed,Done,bharadwaj.chalamacha,02/Jun/17 11:07 AM,04/Jul/17 2:56 PM,03/Jul/17 9:19 AM,Done in June 2017,,,PCB-Layout,,,2.0,2.0
CD-1851,1036992,,EK050-26540-001-June,Task,Closed,Done,prabhavathy.venkatac,02/Jun/17 11:13 AM,04/Jul/17 2:56 PM,03/Jul/17 9:11 AM,Done in June 2017,,,PCB-Layout,,,22.0,16.0
CD-1852,1039386,,Maintenance facade - Parser,Task,Closed,Done,robert.adonyi,09/Jun/17 2:15 PM,05/Sep/17 1:37 PM,04/Sep/17 2:24 PM,Done in Aug 2017,,,Maintenance Hardware,,,20.0,4.0
CD-1853,1040661,,7.3.2.11.cs.3_FV testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,21/Jun/17 2:21 PM,04/Jul/17 2:56 PM,29/Jun/17 11:39 AM,Done in June 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-1854,1040662,,8.0.7.1-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,21/Jun/17 2:23 PM,04/Jul/17 2:56 PM,29/Jun/17 2:40 PM,Done in June 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-1855,1040663,,8.0.7.1-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,21/Jun/17 2:24 PM,04/Jul/17 2:56 PM,29/Jun/17 2:40 PM,Done in June 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1856,1040665,,8.0.7.1-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,21/Jun/17 2:25 PM,04/Jul/17 2:56 PM,29/Jun/17 11:39 AM,Done in June 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1857,1040666,,8.0.7.1-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,21/Jun/17 2:28 PM,04/Jul/17 2:56 PM,29/Jun/17 11:39 AM,Done in June 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1858,1040668,,7.4.3.0_RVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,21/Jun/17 2:32 PM,04/Jul/17 2:56 PM,29/Jun/17 2:40 PM,Done in June 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1859,1040674,,7.4.4.0_ITC1i testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,21/Jun/17 2:50 PM,04/Jul/17 2:56 PM,29/Jun/17 11:39 AM,Done in June 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1860,1040675,,7.4.4.0_ITC1i testcycle on LTH Thot.,Task,Closed,Done,herbert.graf,21/Jun/17 2:51 PM,04/Jul/17 2:56 PM,29/Jun/17 11:39 AM,Done in June 2017,,,BBN-TestLab Testing,,,3.5,3.5
CD-1861,1040677,,7.4.4.0_ITC1i testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,21/Jun/17 2:52 PM,04/Jul/17 2:56 PM,29/Jun/17 11:39 AM,Done in June 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1862,1040678,,7.4.4.0_ITC1i testcycle on LTH Ra.,Task,Closed,Done,arvind.anche,21/Jun/17 2:53 PM,04/Jul/17 2:56 PM,29/Jun/17 2:41 PM,Done in June 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1863,1040679,,7.4.4.0_ITC1i testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,21/Jun/17 2:54 PM,04/Jul/17 2:56 PM,29/Jun/17 2:41 PM,Done in June 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1864,1040680,,7.4.4.0_ITC1i testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,21/Jun/17 2:55 PM,04/Jul/17 2:56 PM,29/Jun/17 2:41 PM,Done in June 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1865,1040681,,7.4.4.0_ITC1i testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,21/Jun/17 2:56 PM,04/Jul/17 2:56 PM,29/Jun/17 2:41 PM,Done in June 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1866,1040682,,7.4.4.0_ITC1i testcycle on CTH Maat.,Task,Closed,Done,arvind.anche,21/Jun/17 2:57 PM,04/Jul/17 2:56 PM,29/Jun/17 2:42 PM,Done in June 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1867,1041110,,Ramp up with Proteus Device,Task,Pre-Planning,,michael.schnaufer,26/Jun/17 11:04 AM,13/Feb/18 10:29 AM,,,,,Application Service,,,0.0,0.0
CD-1869,1041113,1041110,June - Ramp up with Proteus Device,Sub-task,Closed,Done,asad-ahmed.ansari,26/Jun/17 11:08 AM,04/Jul/17 2:56 PM,30/Jun/17 2:51 PM,Done in June 2017,,,Application Service,,,30.0,30.0
CD-1870,1041114,1041110,June - Ramp up with Proteus Device,Sub-task,Closed,Done,terry.payet,26/Jun/17 11:09 AM,04/Jul/17 2:56 PM,28/Jun/17 9:40 AM,Done in June 2017,,,Application Service,,,9.0,9.0
CD-1871,1041115,1041110,June - Ramp up with Proteus Device,Sub-task,Closed,Done,wassim.dhokar,26/Jun/17 11:10 AM,04/Jul/17 2:56 PM,30/Jun/17 3:05 PM,Done in June 2017,,,Application Service,,,30.0,30.0
CD-1872,1041120,1019043,June - Ramp of Engineers,Sub-task,Closed,Done,terry.payet,26/Jun/17 11:20 AM,04/Jul/17 2:56 PM,28/Jun/17 9:37 AM,Done in June 2017,,,Application Service,,,10.0,10.0
CD-1873,1041122,1031719,June - IFX: C++ and SmarTest Guidelines,Sub-task,Closed,Done,asad-ahmed.ansari,26/Jun/17 11:21 AM,04/Jul/17 2:56 PM,26/Jun/17 2:28 PM,Done in June 2017,,,Application Service,,,10.0,10.0
CD-1874,1041125,1031719,June - IFX: C++ and SmarTest Guidelines,Sub-task,Closed,Done,wassim.dhokar,26/Jun/17 11:23 AM,04/Jul/17 2:56 PM,26/Jun/17 1:01 PM,Done in June 2017,,,Application Service,,,10.0,10.0
CD-1875,1041161,1031719,June - IFX: C++ and SmarTest Guidelines,Sub-task,Closed,Done,eduard.stefes,26/Jun/17 3:46 PM,04/Jul/17 2:56 PM,30/Jun/17 3:15 PM,Done in June 2017,,,Application Service,,,37.0,37.0
CD-1876,1041467,,June - Ramp of Engineer,Task,Closed,Done,padmaprasad.boopal-c,28/Jun/17 11:01 AM,05/Oct/17 3:21 PM,03/Jul/17 1:34 PM,Done in June 2017,,,FPGA,,,7.0,6.0
CD-1877,1041810,,7.3.4.10_FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,29/Jun/17 9:51 AM,04/Jul/17 2:56 PM,29/Jun/17 11:39 AM,Done in June 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-1878,1041812,,7.3.4.10_FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,29/Jun/17 10:00 AM,04/Jul/17 2:56 PM,29/Jun/17 11:39 AM,Done in June 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1879,1041813,,7.3.4.10_FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,29/Jun/17 10:01 AM,04/Jul/17 2:56 PM,29/Jun/17 2:42 PM,Done in June 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1880,1041814,,7.3.4.10_FVi testcycle on LTH Ra.,Task,Closed,Done,arvind.anche,29/Jun/17 10:02 AM,04/Jul/17 2:56 PM,29/Jun/17 2:42 PM,Done in June 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1881,1041815,,7.3.4.10_FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,29/Jun/17 10:02 AM,04/Jul/17 2:56 PM,29/Jun/17 2:42 PM,Done in June 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1882,1041816,,7.3.4.10_FVi testcycle on CTH Maat.,Task,Closed,Done,herbert.graf,29/Jun/17 10:03 AM,04/Jul/17 2:56 PM,29/Jun/17 4:14 PM,Done in June 2017,,,BBN-TestLab Testing,,,1.5,1.5
CD-1883,1041817,,7.3.4.10_FVi testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,29/Jun/17 10:03 AM,04/Jul/17 2:56 PM,29/Jun/17 2:42 PM,Done in June 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-1884,1041818,,8.0.8.0-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,29/Jun/17 10:05 AM,04/Jul/17 2:56 PM,29/Jun/17 2:41 PM,Done in June 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-1885,1041819,,8.0.8.0-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,29/Jun/17 10:05 AM,04/Jul/17 2:56 PM,29/Jun/17 11:39 AM,Done in June 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-1886,1041821,,8.0.8.0-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,29/Jun/17 10:06 AM,04/Jul/17 2:56 PM,29/Jun/17 11:39 AM,Done in June 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-1887,1041823,,8.0.8.0-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,29/Jun/17 10:08 AM,04/Jul/17 2:56 PM,29/Jun/17 2:41 PM,Done in June 2017,,,BBN-TestLab Testing,,,5.0,5.0
CD-1888,1041874,,Maintenance facade - improving design,Task,Closed,Done,robert.adonyi,29/Jun/17 1:58 PM,04/Jul/17 2:56 PM,04/Jul/17 11:48 AM,Done in June 2017,,,Maintenance Hardware,,,0.0,10.0
